ZIP_CODE,Positive,Negative,Probable,date
15521,271,0,182,2022-10-02
15522,2048,0,946,2022-10-02
15530,970,0,374,2022-10-02
15531,651,0,308,2022-10-02
15533,195,0,115,2022-10-02
15534,110,0,92,2022-10-02
15535,330,0,127,2022-10-02
15536,61,0,37,2022-10-02
15537,1360,0,598,2022-10-02
15538,104,0,50,2022-10-02
15539,110,0,58,2022-10-02
15541,633,0,251,2022-10-02
15542,242,0,79,2022-10-02
15545,453,0,245,2022-10-02
15546,60,0,27,2022-10-02
15550,247,0,149,2022-10-02
15552,1281,0,313,2022-10-02
15554,316,0,278,2022-10-02
15555,14,0,11,2022-10-02
15558,326,0,77,2022-10-02
15559,310,0,208,2022-10-02
15562,30,0,8,2022-10-02
15563,492,0,265,2022-10-02
15564,22,0,10,2022-10-02
15705,107,0,120,2022-10-02
15711,70,0,21,2022-10-02
15714,1075,0,483,2022-10-02
15716,115,0,52,2022-10-02
15720,29,0,10,2022-10-02
15721,26,0,7,2022-10-02
15722,413,0,186,2022-10-02
15724,367,0,160,2022-10-02
15728,526,0,311,2022-10-02
15729,219,0,97,2022-10-02
15730,11,0,6,2022-10-02
15739,84,0,40,2022-10-02
15742,195,0,62,2022-10-02
15744,15,0,11,2022-10-02
15750,42,0,15,2022-10-02
15753,58,0,31,2022-10-02
15757,252,0,114,2022-10-02
15758,5,0,-1,2022-10-02
15759,426,0,160,2022-10-02
15760,27,0,8,2022-10-02
15762,140,0,79,2022-10-02
15763,-1,0,-1,2022-10-02
15764,14,0,-1,2022-10-02
15765,246,0,95,2022-10-02
15767,2172,0,772,2022-10-02
15770,25,0,10,2022-10-02
15771,135,0,52,2022-10-02
15772,236,0,82,2022-10-02
15773,120,0,45,2022-10-02
15775,-1,0,-1,2022-10-02
15776,11,0,5,2022-10-02
15777,22,0,15,2022-10-02
15778,32,0,13,2022-10-02
15780,32,0,-1,2022-10-02
15784,24,0,6,2022-10-02
15801,3178,0,2059,2022-10-02
15821,22,0,7,2022-10-02
15823,156,0,112,2022-10-02
15824,681,0,503,2022-10-02
15825,1789,0,653,2022-10-02
15827,42,0,25,2022-10-02
15828,47,0,8,2022-10-02
15829,215,0,63,2022-10-02
15832,28,0,11,2022-10-02
15834,575,0,260,2022-10-02
15840,264,0,155,2022-10-02
15845,458,0,271,2022-10-02
15846,446,0,336,2022-10-02
15848,135,0,112,2022-10-02
15849,201,0,117,2022-10-02
15851,901,0,588,2022-10-02
15853,1044,0,564,2022-10-02
15856,113,0,65,2022-10-02
15857,1893,0,1564,2022-10-02
15860,201,0,55,2022-10-02
15861,19,0,5,2022-10-02
15864,334,0,101,2022-10-02
15865,187,0,130,2022-10-02
15866,19,0,25,2022-10-02
15868,229,0,166,2022-10-02
15870,155,0,96,2022-10-02
15901,729,0,248,2022-10-02
15902,2208,0,987,2022-10-02
15904,3101,0,1633,2022-10-02
15905,3796,0,2179,2022-10-02
15906,1958,0,1032,2022-10-02
15909,1018,0,468,2022-10-02
15920,187,0,67,2022-10-02
15924,170,0,106,2022-10-02
15926,437,0,252,2022-10-02
15927,220,0,115,2022-10-02
15928,332,0,269,2022-10-02
15931,1831,0,870,2022-10-02
15934,44,0,48,2022-10-02
