ZIP_CODE,Positive,Negative,Probable,date
15521,248,0,165,2022-05-06
15522,1884,0,826,2022-05-06
15530,917,0,338,2022-05-06
15531,599,0,268,2022-05-06
15533,179,0,104,2022-05-06
15534,100,0,88,2022-05-06
15535,281,0,118,2022-05-06
15536,53,0,32,2022-05-06
15537,1219,0,546,2022-05-06
15538,96,0,44,2022-05-06
15539,103,0,51,2022-05-06
15541,573,0,218,2022-05-06
15542,224,0,72,2022-05-06
15545,411,0,212,2022-05-06
15546,55,0,26,2022-05-06
15550,227,0,125,2022-05-06
15552,1187,0,275,2022-05-06
15554,288,0,252,2022-05-06
15555,11,0,10,2022-05-06
15558,301,0,59,2022-05-06
15559,274,0,190,2022-05-06
15562,29,0,6,2022-05-06
15563,445,0,232,2022-05-06
15564,20,0,8,2022-05-06
15705,89,0,97,2022-05-06
15711,65,0,19,2022-05-06
15714,966,0,406,2022-05-06
15716,94,0,43,2022-05-06
15720,28,0,9,2022-05-06
15721,25,0,6,2022-05-06
15722,375,0,167,2022-05-06
15724,336,0,139,2022-05-06
15728,482,0,254,2022-05-06
15729,193,0,71,2022-05-06
15730,11,0,6,2022-05-06
15739,77,0,28,2022-05-06
15742,187,0,49,2022-05-06
15744,13,0,10,2022-05-06
15750,36,0,15,2022-05-06
15753,55,0,26,2022-05-06
15757,219,0,96,2022-05-06
15758,5,0,0,2022-05-06
15759,401,0,119,2022-05-06
15760,26,0,6,2022-05-06
15762,134,0,70,2022-05-06
15763,-1,0,-1,2022-05-06
15764,11,0,-1,2022-05-06
15765,227,0,82,2022-05-06
15767,1921,0,695,2022-05-06
15770,22,0,9,2022-05-06
15771,118,0,37,2022-05-06
15772,209,0,70,2022-05-06
15773,110,0,36,2022-05-06
15775,-1,0,0,2022-05-06
15776,11,0,5,2022-05-06
15777,20,0,12,2022-05-06
15778,29,0,13,2022-05-06
15780,31,0,-1,2022-05-06
15784,22,0,6,2022-05-06
15801,2539,0,1881,2022-05-06
15821,21,0,5,2022-05-06
15823,132,0,108,2022-05-06
15824,574,0,477,2022-05-06
15825,1558,0,601,2022-05-06
15827,37,0,23,2022-05-06
15828,34,0,7,2022-05-06
15829,193,0,65,2022-05-06
15832,26,0,9,2022-05-06
15834,497,0,220,2022-05-06
15840,199,0,145,2022-05-06
15845,400,0,239,2022-05-06
15846,379,0,297,2022-05-06
15848,113,0,102,2022-05-06
15849,165,0,112,2022-05-06
15851,742,0,537,2022-05-06
15853,912,0,522,2022-05-06
15856,91,0,61,2022-05-06
15857,1633,0,1405,2022-05-06
15860,175,0,50,2022-05-06
15861,16,0,5,2022-05-06
15864,286,0,101,2022-05-06
15865,154,0,125,2022-05-06
15866,14,0,22,2022-05-06
15868,200,0,156,2022-05-06
15870,138,0,93,2022-05-06
15901,634,0,179,2022-05-06
