ZIP_CODE,Positive,Negative,Probable,date
15521,252,0,166,2022-06-08
15522,1921,0,855,2022-06-08
15530,925,0,346,2022-06-08
15531,607,0,273,2022-06-08
15533,182,0,108,2022-06-08
15534,104,0,90,2022-06-08
15535,288,0,117,2022-06-08
15536,53,0,32,2022-06-08
15537,1252,0,552,2022-06-08
15538,96,0,45,2022-06-08
15539,103,0,53,2022-06-08
15541,588,0,222,2022-06-08
15542,227,0,76,2022-06-08
15545,421,0,215,2022-06-08
15546,58,0,26,2022-06-08
15550,230,0,133,2022-06-08
15552,1214,0,289,2022-06-08
15554,295,0,257,2022-06-08
15555,12,0,10,2022-06-08
15558,303,0,61,2022-06-08
15559,280,0,197,2022-06-08
15562,29,0,7,2022-06-08
15563,453,0,237,2022-06-08
15564,20,0,10,2022-06-08
15705,92,0,96,2022-06-08
15711,65,0,19,2022-06-08
15714,987,0,424,2022-06-08
15716,97,0,43,2022-06-08
15720,28,0,9,2022-06-08
15721,25,0,6,2022-06-08
15722,382,0,175,2022-06-08
15724,345,0,142,2022-06-08
15728,491,0,263,2022-06-08
15729,198,0,74,2022-06-08
15730,11,0,6,2022-06-08
15739,77,0,32,2022-06-08
15742,187,0,51,2022-06-08
15744,13,0,10,2022-06-08
15750,36,0,15,2022-06-08
15753,55,0,27,2022-06-08
15757,225,0,100,2022-06-08
15758,5,0,0,2022-06-08
15759,407,0,130,2022-06-08
15760,27,0,6,2022-06-08
15762,134,0,74,2022-06-08
15763,-1,0,-1,2022-06-08
15764,12,0,-1,2022-06-08
15765,231,0,85,2022-06-08
15767,1973,0,714,2022-06-08
15770,22,0,9,2022-06-08
15771,124,0,44,2022-06-08
15772,214,0,70,2022-06-08
15773,110,0,36,2022-06-08
15775,-1,0,0,2022-06-08
15776,11,0,5,2022-06-08
15777,20,0,13,2022-06-08
15778,29,0,13,2022-06-08
15780,31,0,-1,2022-06-08
15784,23,0,6,2022-06-08
15801,2709,0,1958,2022-06-08
15821,22,0,5,2022-06-08
15823,138,0,109,2022-06-08
15824,597,0,483,2022-06-08
15825,1603,0,635,2022-06-08
15827,38,0,23,2022-06-08
15828,35,0,8,2022-06-08
15829,196,0,65,2022-06-08
15832,26,0,9,2022-06-08
15834,518,0,238,2022-06-08
15840,209,0,152,2022-06-08
15845,410,0,247,2022-06-08
15846,386,0,308,2022-06-08
15848,117,0,107,2022-06-08
15849,173,0,115,2022-06-08
15851,773,0,551,2022-06-08
15853,949,0,534,2022-06-08
15856,97,0,62,2022-06-08
15857,1697,0,1460,2022-06-08
15860,181,0,52,2022-06-08
15861,17,0,5,2022-06-08
15864,303,0,101,2022-06-08
15865,155,0,127,2022-06-08
15866,14,0,22,2022-06-08
15868,208,0,162,2022-06-08
15870,141,0,95,2022-06-08
15901,654,0,187,2022-06-08
15902,1945,0,800,2022-06-08
15904,2796,0,1335,2022-06-08
15905,3457,0,1790,2022-06-08
15906,1771,0,837,2022-06-08
15909,920,0,387,2022-06-08
15920,163,0,59,2022-06-08
15924,163,0,95,2022-06-08
15926,397,0,217,2022-06-08
15927,203,0,103,2022-06-08
15928,315,0,235,2022-06-08
15931,1692,0,749,2022-06-08
15934,42,0,42,2022-06-08
15935,414,0,254,2022-06-08
15936,259,0,149,2022-06-08
15938,474,0,215,2022-06-08
15940,841,0,551,2022-06-08
15942,295,0,191,2022-06-08
15943,613,0,386,2022-06-08
15944,476,0,223,2022-06-08
15945,42,0,21,2022-06-08
15946,1143,0,585,2022-06-08
15949,159,0,54,2022-06-08
