ZIP_CODE,Positive,Negative,Probable,date
15521,274,0,189,2022-12-26
15522,2123,0,961,2022-12-26
15530,990,0,403,2022-12-26
15531,670,0,323,2022-12-26
15533,205,0,119,2022-12-26
15534,112,0,92,2022-12-26
15535,345,0,128,2022-12-26
15536,64,0,37,2022-12-26
15537,1403,0,611,2022-12-26
15538,106,0,53,2022-12-26
15539,112,0,58,2022-12-26
15541,651,0,255,2022-12-26
15542,245,0,82,2022-12-26
15545,472,0,265,2022-12-26
15546,64,0,28,2022-12-26
15550,258,0,157,2022-12-26
15552,1309,0,340,2022-12-26
15554,334,0,278,2022-12-26
15555,14,0,11,2022-12-26
15558,333,0,81,2022-12-26
15559,321,0,217,2022-12-26
15562,31,0,8,2022-12-26
15563,507,0,280,2022-12-26
15564,23,0,10,2022-12-26
15705,107,0,123,2022-12-26
15711,73,0,22,2022-12-26
15714,1109,0,519,2022-12-26
15716,117,0,54,2022-12-26
15720,29,0,13,2022-12-26
15721,27,0,7,2022-12-26
15722,422,0,199,2022-12-26
15724,383,0,170,2022-12-26
15728,544,0,334,2022-12-26
15729,225,0,108,2022-12-26
15730,12,0,6,2022-12-26
15739,85,0,43,2022-12-26
15742,197,0,69,2022-12-26
15744,15,0,12,2022-12-26
15750,43,0,15,2022-12-26
15753,61,0,31,2022-12-26
15757,257,0,117,2022-12-26
15758,5,0,-1,2022-12-26
15759,437,0,164,2022-12-26
15760,28,0,8,2022-12-26
15762,142,0,85,2022-12-26
15763,-1,0,-1,2022-12-26
15764,14,0,-1,2022-12-26
15765,251,0,105,2022-12-26
15767,2261,0,819,2022-12-26
15770,29,0,11,2022-12-26
15771,137,0,54,2022-12-26
15772,268,0,88,2022-12-26
15773,123,0,45,2022-12-26
15775,-1,0,-1,2022-12-26
15776,11,0,5,2022-12-26
15777,22,0,15,2022-12-26
15778,34,0,13,2022-12-26
15780,35,0,6,2022-12-26
15784,26,0,6,2022-12-26
15801,3418,0,2094,2022-12-26
15821,22,0,7,2022-12-26
15823,171,0,115,2022-12-26
15824,716,0,508,2022-12-26
15825,1894,0,684,2022-12-26
15827,45,0,25,2022-12-26
15828,49,0,8,2022-12-26
15829,228,0,64,2022-12-26
15832,28,0,11,2022-12-26
15834,597,0,279,2022-12-26
15840,279,0,159,2022-12-26
15845,487,0,275,2022-12-26
15846,476,0,339,2022-12-26
15848,143,0,112,2022-12-26
15849,222,0,117,2022-12-26
15851,966,0,596,2022-12-26
15853,1095,0,566,2022-12-26
15856,117,0,65,2022-12-26
15857,1975,0,1581,2022-12-26
15860,206,0,57,2022-12-26
15861,20,0,5,2022-12-26
15864,344,0,100,2022-12-26
15865,208,0,134,2022-12-26
15866,22,0,24,2022-12-26
15868,239,0,165,2022-12-26
15870,159,0,98,2022-12-26
15901,754,0,259,2022-12-26
15902,2310,0,1043,2022-12-26
15904,3217,0,1760,2022-12-26
15905,3986,0,2341,2022-12-26
15906,2019,0,1096,2022-12-26
15909,1056,0,502,2022-12-26
15920,199,0,67,2022-12-26
15924,174,0,114,2022-12-26
15926,448,0,261,2022-12-26
15927,228,0,119,2022-12-26
15928,343,0,289,2022-12-26
15931,1937,0,960,2022-12-26
15934,46,0,51,2022-12-26
15935,458,0,302,2022-12-26
15936,296,0,183,2022-12-26
15938,523,0,249,2022-12-26
15940,866,0,574,2022-12-26
15942,331,0,234,2022-12-26
15943,696,0,475,2022-12-26
15944,561,0,248,2022-12-26
15945,52,0,22,2022-12-26
15946,1275,0,685,2022-12-26
15949,186,0,60,2022-12-26
15951,148,0,77,2022-12-26
15952,236,0,172,2022-12-26
15953,15,0,7,2022-12-26
15954,441,0,170,2022-12-26
15955,364,0,241,2022-12-26
15956,574,0,338,2022-12-26
15957,66,0,59,2022-12-26
15958,341,0,259,2022-12-26
15960,56,0,58,2022-12-26
15961,189,0,111,2022-12-26
15963,1860,0,1457,2022-12-26
16020,242,0,63,2022-12-26
16022,97,0,26,2022-12-26
16025,1188,0,345,2022-12-26
16028,375,0,64,2022-12-26
16030,67,0,17,2022-12-26
16036,29,0,8,2022-12-26
16038,693,0,150,2022-12-26
16040,156,0,63,2022-12-26
16041,338,0,103,2022-12-26
16049,590,0,137,2022-12-26
16050,301,0,86,2022-12-26
16051,473,0,205,2022-12-26
16057,2598,0,601,2022-12-26
16061,496,0,125,2022-12-26
16101,6111,0,3023,2022-12-26
16102,933,0,475,2022-12-26
16105,2471,0,1439,2022-12-26
16110,69,0,26,2022-12-26
16111,169,0,47,2022-12-26
16112,254,0,129,2022-12-26
16114,82,0,32,2022-12-26
16116,436,0,239,2022-12-26
16121,947,0,202,2022-12-26
16124,246,0,98,2022-12-26
16125,3056,0,885,2022-12-26
16127,3118,0,838,2022-12-26
16130,323,0,83,2022-12-26
16131,158,0,44,2022-12-26
16133,230,0,61,2022-12-26
16134,575,0,183,2022-12-26
16137,2281,0,612,2022-12-26
16142,760,0,377,2022-12-26
16143,433,0,213,2022-12-26
16145,494,0,128,2022-12-26
16146,2726,0,660,2022-12-26
16148,3442,0,1083,2022-12-26
16150,1328,0,454,2022-12-26
16153,424,0,110,2022-12-26
16154,387,0,131,2022-12-26
16156,464,0,197,2022-12-26
16159,854,0,275,2022-12-26
16172,69,0,89,2022-12-26
16213,25,0,5,2022-12-26
16214,1765,0,329,2022-12-26
16217,14,0,-1,2022-12-26
16218,276,0,40,2022-12-26
16224,239,0,44,2022-12-26
16225,7,0,-1,2022-12-26
16232,806,0,140,2022-12-26
16233,195,0,62,2022-12-26
16234,15,0,-1,2022-12-26
16235,249,0,68,2022-12-26
16239,1813,0,102,2022-12-26
16240,248,0,68,2022-12-26
16242,994,0,144,2022-12-26
16248,629,0,117,2022-12-26
16253,24,0,-1,2022-12-26
16254,770,0,217,2022-12-26
16255,522,0,85,2022-12-26
16258,405,0,72,2022-12-26
16260,44,0,7,2022-12-26
16301,3160,0,708,2022-12-26
16311,85,0,18,2022-12-26
16313,298,0,129,2022-12-26
16314,1169,0,350,2022-12-26
16316,1111,0,318,2022-12-26
16317,334,0,67,2022-12-26
16319,235,0,57,2022-12-26
16321,29,0,-1,2022-12-26
16323,3393,0,745,2022-12-26
16326,79,0,15,2022-12-26
16327,538,0,138,2022-12-26
16329,57,0,25,2022-12-26
16331,13,0,6,2022-12-26
16332,18,0,-1,2022-12-26
16333,41,0,9,2022-12-26
16334,91,0,15,2022-12-26
16335,6477,0,1646,2022-12-26
16340,290,0,105,2022-12-26
16341,520,0,55,2022-12-26
16342,623,0,86,2022-12-26
16345,451,0,243,2022-12-26
16346,576,0,105,2022-12-26
16347,381,0,129,2022-12-26
16350,342,0,122,2022-12-26
16351,292,0,79,2022-12-26
16353,498,0,59,2022-12-26
16354,2889,0,249,2022-12-26
16360,278,0,47,2022-12-26
16362,195,0,56,2022-12-26
16364,160,0,48,2022-12-26
16365,3138,0,1485,2022-12-26
16371,547,0,404,2022-12-26
16372,86,0,26,2022-12-26
16373,649,0,120,2022-12-26
16374,279,0,52,2022-12-26
16401,838,0,112,2022-12-26
16402,99,0,19,2022-12-26
16403,1993,0,279,2022-12-26
16404,598,0,63,2022-12-26
16405,100,0,16,2022-12-26
16406,674,0,302,2022-12-26
16407,2132,0,334,2022-12-26
16410,376,0,48,2022-12-26
16411,300,0,40,2022-12-26
