ZIP_CODE,Positive,Negative,Probable,date
15521,264,0,176,2022-08-10
15522,1990,0,899,2022-08-10
15530,956,0,364,2022-08-10
15531,631,0,288,2022-08-10
15533,188,0,113,2022-08-10
15534,106,0,91,2022-08-10
15535,314,0,123,2022-08-10
15536,58,0,35,2022-08-10
15537,1317,0,575,2022-08-10
15538,98,0,51,2022-08-10
15539,107,0,56,2022-08-10
15541,617,0,234,2022-08-10
15542,238,0,78,2022-08-10
15545,436,0,229,2022-08-10
15546,59,0,26,2022-08-10
15550,241,0,144,2022-08-10
15552,1255,0,302,2022-08-10
15554,304,0,264,2022-08-10
15555,12,0,10,2022-08-10
15558,314,0,68,2022-08-10
15559,296,0,205,2022-08-10
15562,30,0,7,2022-08-10
15563,468,0,250,2022-08-10
15564,20,0,10,2022-08-10
15705,94,0,96,2022-08-10
15711,67,0,20,2022-08-10
15714,1015,0,444,2022-08-10
15716,108,0,48,2022-08-10
15720,28,0,10,2022-08-10
15721,26,0,7,2022-08-10
15722,398,0,178,2022-08-10
15724,349,0,148,2022-08-10
15728,509,0,290,2022-08-10
15729,204,0,84,2022-08-10
15730,11,0,6,2022-08-10
15739,80,0,37,2022-08-10
15742,188,0,56,2022-08-10
15744,13,0,10,2022-08-10
15750,39,0,17,2022-08-10
15753,55,0,29,2022-08-10
15757,240,0,106,2022-08-10
15758,5,0,0,2022-08-10
15759,415,0,140,2022-08-10
15760,27,0,7,2022-08-10
15762,137,0,78,2022-08-10
15763,-1,0,-1,2022-08-10
15764,13,0,-1,2022-08-10
15765,240,0,88,2022-08-10
15767,2071,0,732,2022-08-10
15770,24,0,10,2022-08-10
15771,128,0,47,2022-08-10
15772,222,0,76,2022-08-10
15773,113,0,39,2022-08-10
15775,-1,0,0,2022-08-10
15776,11,0,5,2022-08-10
15777,20,0,13,2022-08-10
15778,31,0,13,2022-08-10
15780,31,0,-1,2022-08-10
15784,23,0,6,2022-08-10
15801,2940,0,2015,2022-08-10
15821,22,0,7,2022-08-10
15823,150,0,111,2022-08-10
15824,635,0,493,2022-08-10
15825,1701,0,641,2022-08-10
15827,39,0,25,2022-08-10
15828,39,0,8,2022-08-10
15829,206,0,65,2022-08-10
15832,28,0,11,2022-08-10
15834,548,0,247,2022-08-10
15840,237,0,151,2022-08-10
15845,427,0,262,2022-08-10
15846,419,0,322,2022-08-10
15848,127,0,111,2022-08-10
15849,184,0,116,2022-08-10
15851,827,0,568,2022-08-10
15853,999,0,542,2022-08-10
15856,101,0,63,2022-08-10
15857,1786,0,1513,2022-08-10
15860,188,0,55,2022-08-10
15861,18,0,5,2022-08-10
15864,319,0,101,2022-08-10
15865,168,0,126,2022-08-10
15866,19,0,24,2022-08-10
15868,216,0,164,2022-08-10
15870,150,0,96,2022-08-10
15901,707,0,212,2022-08-10
15902,2094,0,884,2022-08-10
15904,2962,0,1476,2022-08-10
15905,3660,0,1977,2022-08-10
15906,1866,0,934,2022-08-10
15909,958,0,417,2022-08-10
15920,180,0,65,2022-08-10
15924,169,0,101,2022-08-10
15926,418,0,236,2022-08-10
15927,212,0,105,2022-08-10
15928,325,0,253,2022-08-10
15931,1747,0,790,2022-08-10
15934,43,0,47,2022-08-10
15935,429,0,270,2022-08-10
15936,272,0,162,2022-08-10
15938,489,0,228,2022-08-10
15940,849,0,560,2022-08-10
15942,307,0,205,2022-08-10
15943,642,0,416,2022-08-10
15944,502,0,231,2022-08-10
15945,44,0,22,2022-08-10
15946,1183,0,627,2022-08-10
15949,173,0,60,2022-08-10
15951,138,0,72,2022-08-10
15952,222,0,153,2022-08-10
15953,13,0,5,2022-08-10
15954,405,0,143,2022-08-10
15955,333,0,224,2022-08-10
15956,531,0,309,2022-08-10
15957,56,0,51,2022-08-10
15958,326,0,237,2022-08-10
15960,54,0,51,2022-08-10
15961,167,0,102,2022-08-10
15963,1701,0,1268,2022-08-10
16020,224,0,53,2022-08-10
16022,90,0,27,2022-08-10
16025,1098,0,318,2022-08-10
16028,342,0,61,2022-08-10
16030,53,0,15,2022-08-10
16036,27,0,8,2022-08-10
16038,641,0,127,2022-08-10
16040,143,0,58,2022-08-10
16041,309,0,100,2022-08-10
16049,541,0,126,2022-08-10
16050,279,0,81,2022-08-10
16051,434,0,179,2022-08-10
16057,2394,0,538,2022-08-10
16061,446,0,119,2022-08-10
16101,5633,0,2685,2022-08-10
16102,867,0,424,2022-08-10
16105,2280,0,1269,2022-08-10
16110,61,0,27,2022-08-10
16111,154,0,45,2022-08-10
16112,227,0,120,2022-08-10
16114,74,0,31,2022-08-10
16116,405,0,211,2022-08-10
16121,875,0,185,2022-08-10
16124,221,0,89,2022-08-10
16125,2828,0,825,2022-08-10
16127,2854,0,741,2022-08-10
16130,309,0,74,2022-08-10
16131,149,0,42,2022-08-10
16133,213,0,58,2022-08-10
16134,528,0,173,2022-08-10
16137,2153,0,557,2022-08-10
16142,712,0,338,2022-08-10
16143,400,0,193,2022-08-10
16145,445,0,121,2022-08-10
16146,2552,0,607,2022-08-10
16148,3189,0,1016,2022-08-10
16150,1226,0,418,2022-08-10
16153,391,0,102,2022-08-10
16154,362,0,118,2022-08-10
16156,425,0,181,2022-08-10
16159,792,0,251,2022-08-10
16172,67,0,71,2022-08-10
16213,23,0,6,2022-08-10
16214,1597,0,310,2022-08-10
16217,14,0,-1,2022-08-10
16218,254,0,40,2022-08-10
16224,225,0,42,2022-08-10
16225,5,0,-1,2022-08-10
16232,728,0,140,2022-08-10
16233,180,0,62,2022-08-10
16234,13,0,-1,2022-08-10
16235,227,0,68,2022-08-10
16239,1756,0,96,2022-08-10
16240,228,0,62,2022-08-10
16242,911,0,141,2022-08-10
16248,574,0,113,2022-08-10
16253,21,0,-1,2022-08-10
16254,690,0,216,2022-08-10
16255,485,0,85,2022-08-10
16258,363,0,72,2022-08-10
16260,40,0,6,2022-08-10
16301,2900,0,636,2022-08-10
16311,72,0,16,2022-08-10
16313,272,0,114,2022-08-10
16314,1044,0,326,2022-08-10
16316,999,0,304,2022-08-10
16317,304,0,66,2022-08-10
16319,214,0,56,2022-08-10
16321,27,0,-1,2022-08-10
16323,3084,0,668,2022-08-10
16326,72,0,16,2022-08-10
16327,501,0,125,2022-08-10
16329,50,0,22,2022-08-10
16331,12,0,6,2022-08-10
16332,15,0,-1,2022-08-10
16333,38,0,7,2022-08-10
16334,87,0,14,2022-08-10
16335,5694,0,1500,2022-08-10
16340,257,0,83,2022-08-10
