ZIP_CODE,Positive,Negative,Probable,date
15521,250,0,166,2022-05-26
15522,1905,0,841,2022-05-26
15530,918,0,343,2022-05-26
15531,601,0,272,2022-05-26
15533,182,0,106,2022-05-26
15534,103,0,88,2022-05-26
15535,287,0,117,2022-05-26
15536,53,0,32,2022-05-26
15537,1236,0,551,2022-05-26
15538,96,0,45,2022-05-26
15539,103,0,52,2022-05-26
15541,576,0,220,2022-05-26
15542,226,0,76,2022-05-26
15545,418,0,214,2022-05-26
15546,55,0,26,2022-05-26
15550,229,0,128,2022-05-26
15552,1197,0,276,2022-05-26
15554,291,0,255,2022-05-26
15555,12,0,10,2022-05-26
15558,302,0,59,2022-05-26
15559,278,0,195,2022-05-26
15562,29,0,6,2022-05-26
15563,449,0,234,2022-05-26
15564,20,0,9,2022-05-26
15705,91,0,97,2022-05-26
15711,65,0,19,2022-05-26
15714,978,0,419,2022-05-26
15716,96,0,43,2022-05-26
15720,28,0,9,2022-05-26
15721,25,0,6,2022-05-26
15722,379,0,173,2022-05-26
15724,340,0,139,2022-05-26
15728,485,0,259,2022-05-26
15729,197,0,73,2022-05-26
15730,11,0,6,2022-05-26
15739,77,0,32,2022-05-26
15742,187,0,51,2022-05-26
15744,13,0,10,2022-05-26
15750,36,0,15,2022-05-26
15753,55,0,26,2022-05-26
15757,221,0,99,2022-05-26
15758,5,0,0,2022-05-26
15759,404,0,125,2022-05-26
15760,27,0,6,2022-05-26
15762,134,0,74,2022-05-26
15763,-1,0,-1,2022-05-26
15764,11,0,-1,2022-05-26
15765,229,0,84,2022-05-26
15767,1952,0,710,2022-05-26
15770,22,0,9,2022-05-26
15771,122,0,41,2022-05-26
15772,210,0,71,2022-05-26
15773,110,0,36,2022-05-26
15775,-1,0,0,2022-05-26
15776,11,0,5,2022-05-26
15777,20,0,13,2022-05-26
15778,29,0,13,2022-05-26
15780,31,0,-1,2022-05-26
15784,22,0,6,2022-05-26
15801,2627,0,1931,2022-05-26
15821,22,0,5,2022-05-26
15823,137,0,109,2022-05-26
15824,590,0,484,2022-05-26
15825,1587,0,613,2022-05-26
15827,38,0,23,2022-05-26
15828,34,0,7,2022-05-26
15829,194,0,65,2022-05-26
15832,26,0,9,2022-05-26
15834,510,0,236,2022-05-26
15840,204,0,148,2022-05-26
15845,406,0,245,2022-05-26
15846,384,0,301,2022-05-26
15848,115,0,104,2022-05-26
15849,170,0,115,2022-05-26
15851,765,0,544,2022-05-26
15853,936,0,527,2022-05-26
15856,94,0,63,2022-05-26
15857,1683,0,1437,2022-05-26
15860,177,0,52,2022-05-26
