ZIP_CODE,Positive,Negative,Probable,date
15521,256,0,172,2022-07-24
15522,1953,0,875,2022-07-24
15530,947,0,361,2022-07-24
15531,619,0,282,2022-07-24
15533,186,0,110,2022-07-24
15534,104,0,90,2022-07-24
15535,296,0,121,2022-07-24
15536,56,0,34,2022-07-24
15537,1282,0,560,2022-07-24
15538,97,0,51,2022-07-24
15539,105,0,55,2022-07-24
15541,602,0,230,2022-07-24
15542,234,0,78,2022-07-24
15545,426,0,225,2022-07-24
15546,58,0,26,2022-07-24
15550,237,0,138,2022-07-24
15552,1241,0,294,2022-07-24
15554,299,0,261,2022-07-24
15555,12,0,10,2022-07-24
15558,308,0,69,2022-07-24
15559,286,0,201,2022-07-24
15562,29,0,7,2022-07-24
15563,463,0,243,2022-07-24
15564,20,0,10,2022-07-24
15705,94,0,96,2022-07-24
15711,66,0,19,2022-07-24
15714,1005,0,436,2022-07-24
15716,102,0,43,2022-07-24
15720,28,0,10,2022-07-24
15721,26,0,7,2022-07-24
15722,393,0,176,2022-07-24
15724,346,0,146,2022-07-24
15728,503,0,286,2022-07-24
15729,202,0,79,2022-07-24
15730,11,0,6,2022-07-24
15739,78,0,37,2022-07-24
15742,187,0,54,2022-07-24
15744,13,0,10,2022-07-24
15750,38,0,16,2022-07-24
15753,55,0,29,2022-07-24
15757,235,0,99,2022-07-24
15758,5,0,0,2022-07-24
15759,412,0,139,2022-07-24
15760,27,0,6,2022-07-24
15762,137,0,77,2022-07-24
15763,-1,0,-1,2022-07-24
15764,13,0,-1,2022-07-24
15765,238,0,85,2022-07-24
15767,2033,0,723,2022-07-24
15770,24,0,10,2022-07-24
15771,127,0,46,2022-07-24
15772,219,0,73,2022-07-24
15773,112,0,39,2022-07-24
15775,-1,0,0,2022-07-24
15776,11,0,5,2022-07-24
15777,20,0,13,2022-07-24
15778,31,0,13,2022-07-24
15780,31,0,-1,2022-07-24
15784,23,0,6,2022-07-24
15801,2833,0,1984,2022-07-24
15821,22,0,6,2022-07-24
15823,147,0,111,2022-07-24
15824,620,0,491,2022-07-24
15825,1646,0,644,2022-07-24
15827,39,0,25,2022-07-24
15828,38,0,8,2022-07-24
15829,198,0,65,2022-07-24
15832,28,0,9,2022-07-24
15834,533,0,242,2022-07-24
15840,230,0,151,2022-07-24
15845,420,0,255,2022-07-24
15846,403,0,314,2022-07-24
15848,119,0,110,2022-07-24
15849,179,0,115,2022-07-24
15851,796,0,564,2022-07-24
15853,970,0,541,2022-07-24
15856,99,0,63,2022-07-24
15857,1742,0,1480,2022-07-24
15860,185,0,53,2022-07-24
15861,18,0,5,2022-07-24
15864,312,0,102,2022-07-24
15865,161,0,128,2022-07-24
15866,14,0,23,2022-07-24
15868,213,0,163,2022-07-24
15870,146,0,95,2022-07-24
15901,689,0,205,2022-07-24
15902,2034,0,842,2022-07-24
15904,2883,0,1422,2022-07-24
15905,3576,0,1907,2022-07-24
15906,1821,0,892,2022-07-24
15909,937,0,402,2022-07-24
15920,171,0,64,2022-07-24
15924,169,0,99,2022-07-24
15926,410,0,229,2022-07-24
15927,209,0,104,2022-07-24
15928,318,0,244,2022-07-24
15931,1718,0,776,2022-07-24
15934,43,0,46,2022-07-24
15935,422,0,264,2022-07-24
15936,269,0,156,2022-07-24
15938,479,0,222,2022-07-24
15940,843,0,559,2022-07-24
15942,298,0,198,2022-07-24
15943,629,0,404,2022-07-24
15944,499,0,228,2022-07-24
15945,43,0,21,2022-07-24
15946,1168,0,607,2022-07-24
15949,165,0,59,2022-07-24
